id;actor;session_uuid;object_id;score;temps;total_ecrans
95720;ga2018_5t9t@yopmail.com;9c2ef96d-bb35-4e98-be27-8372399ad5fb;732-jeunes-travailleurs;67.00;719.00;5
95731;ga2018_2jjx@yopmail.com;21c36aaa-c12a-4b56-ab60-9e23073ec527;751-certificat-de-travail;0.00;1.00;3
95733;ga2018_2jjx@yopmail.com;f52a4090-26c7-4e7a-81bf-ed309866be9d;751-certificat-de-travail;0.00;104.00;3
95734;ga2018_fngb@yopmail.com;cba10558-17fd-408d-8342-c786457a79d6;728-periode-d-essai;75.00;489.00;6
95743;ga2018_2jjx@yopmail.com;5e467b10-5eba-472a-b1b0-29b269e3ed9d;752-etudes-de-cas-et-questions;50.00;770.00;11
95755;ga2018_3mwl@yopmail.com;4392f344-94c2-4233-84cb-d99d52ccdcbf;763-schwangerschaft-und-mutterschutz;38.00;1689.00;18
95759;ga2018_5t9t@yopmail.com;5767c795-f288-4880-83c6-23005c214aa5;733-femmes-enceintes-et-maternite;88.00;698.00;18
95768;ga2018_fngb@yopmail.com;40acaed0-c63b-4d34-a1e0-7a3e0c2f87ae;729-salaire;50.00;717.00;8
95818;ga2018_2jjx@yopmail.com;112f4619-2047-482b-ac38-7112fb0d93b5;752-etudes-de-cas-et-questions;0.00;12.00;11
95830;ga2018_2jjx@yopmail.com;c6d42d79-a96f-4a12-b6b5-7f340308c660;752-etudes-de-cas-et-questions;100.00;34.00;11
95845;ga2018_2jjx@yopmail.com;cc9790e0-729d-4883-b4cc-5c674ddbbfd9;753-quiz;77.00;781.00;19
95863;ga2018_5t9t@yopmail.com;b1e24983-39d2-46bf-b9e4-7ed7a273eaab;734-risques-psychosociaux;100.00;240.00;5
95869;ga2018_1ywo@yopmail.com;a621bab2-c731-4241-a942-890e494703f0;724-but-du-module;0.00;10.00;1
95874;ga2018_1ywo@yopmail.com;24d1b48b-dab7-4076-bd85-986abbf7cb20;724-but-du-module;0.00;23.00;1
95879;ga2018_1ywo@yopmail.com;a551fe48-cda3-43eb-ae8f-e43f8522dc73;725-conduite-du-collaborateur;0.00;29.00;5
95883;ga2018_fngb@yopmail.com;21c4107d-4ddf-487c-babf-ad2245a0be78;730-horaires-de-travail;0.00;10.00;11
95885;ga2018_1ywo@yopmail.com;395d2379-b914-4331-a5a5-cf0748983dad;725-conduite-du-collaborateur;100.00;201.00;5
95886;ga2018_fngb@yopmail.com;946c6e16-60c9-4c62-ad73-a943dcf1186a;730-horaires-de-travail;0.00;274.00;11
95912;ga2018_1ywo@yopmail.com;d1905cf5-be94-47b6-a069-b97260c01fb9;726-les-contrats-de-travail;0.00;29.00;12
95925;ga2018_fngb@yopmail.com;9924ed48-4e5a-4195-973b-75af654397ad;731-etudes-de-cas-et-questions;0.00;183.00;7
95939;olivier.roduit@stmaurice.ch;1ea54a83-cb25-4de4-95bf-3ac6e0062830;791-la-via-francigena;0.00;0.00;10
95952;ga2018_fngb@yopmail.com;c2f63779-2435-49f5-b8aa-336790a8d252;731-etudes-de-cas-et-questions;100.00;301.00;7
95974;ga2018_3mwl@yopmail.com;b2089b04-f232-44e8-8cf2-2ddc58bbc6d8;777-anderung-des-beschaftigungsverhaltnisses;0.00;56.00;6
95980;ga2018_3mwl@yopmail.com;65214fd1-5e96-4e04-b97c-7a6254f5b8a7;763-schwangerschaft-und-mutterschutz;0.00;28.00;18
95984;ga2018_3mwl@yopmail.com;35680124-dae8-40c3-8651-f8e6d21e1bfa;766-unbezahlter-urlaub;0.00;97.00;7
95987;ga2018_3mwl@yopmail.com;142f01f0-4957-4c51-8bdf-da4a517dff71;763-schwangerschaft-und-mutterschutz;6.00;561.00;18
95998;ga2018_fngb@yopmail.com;d34120c0-06b4-47c8-bb23-ecc5c44574a3;732-jeunes-travailleurs;67.00;366.00;5
96002;ga2018_3mwl@yopmail.com;ce27e5e8-b2b9-469a-a26c-93285e9fe60f;777-anderung-des-beschaftigungsverhaltnisses;0.00;18.00;6
96005;ga2018_3mwl@yopmail.com;d64ad10f-bc61-4fec-bcfc-fd137040e368;763-schwangerschaft-und-mutterschutz;6.00;32.00;18
96012;ga2018_3mwl@yopmail.com;41d50995-bbac-42bd-9d5f-b7c5cc75a952;763-schwangerschaft-und-mutterschutz;50.00;196.00;18
96037;ga2018_3mwl@yopmail.com;4f62c6a6-2bc1-4788-a336-680cf3b57a1a;763-schwangerschaft-und-mutterschutz;63.00;73.00;18
96049;ga2018_fngb@yopmail.com;794dc3ac-d16e-4479-855c-ceeeb566887a;733-femmes-enceintes-et-maternite;0.00;13.00;18
96055;ga2018_fngb@yopmail.com;91803dcb-027f-46c8-ae43-92e2d1dc6c11;732-jeunes-travailleurs;33.00;13.00;5
96063;ga2018_fngb@yopmail.com;13e6e950-da45-45c5-833e-044350ab7da6;729-salaire;100.00;28.00;8
96064;ga2018_3mwl@yopmail.com;9148eb80-bbb1-4682-8e22-5cb4a2ac0f55;763-schwangerschaft-und-mutterschutz;63.00;62.00;18
96079;ga2018_3mwl@yopmail.com;ff617337-1482-474a-b45f-8fc2df4e2883;763-schwangerschaft-und-mutterschutz;63.00;40.00;18
96094;ga2018_3mwl@yopmail.com;fb0aed45-4921-4c57-89c5-31d01184d815;760-arbeitszeiten;0.00;0.00;11
96095;ga2018_3mwl@yopmail.com;7ff76857-f392-42d4-a31d-b13f9ff3cf54;763-schwangerschaft-und-mutterschutz;63.00;91.00;18
96112;ga2018_3mwl@yopmail.com;c6b0c575-bda0-41e2-9401-e758bb3b215c;762-jugendliche;0.00;3.00;5
96114;ga2018_3mwl@yopmail.com;9057feb7-e808-4946-8003-28780f886967;764-psychosoziale-risiken;0.00;277.00;5
96119;ga2018_5rif@yopmail.com;80be3a83-cd3f-4408-9b8f-c8b7adebe9be;760-arbeitszeiten;0.00;18.00;11
96123;ga2018_5rif@yopmail.com;02a105bb-0b5d-4984-b436-5699bd172b50;760-arbeitszeiten;0.00;3286.00;11
96150;ga2018_0hot@yopmail.com;9a020c75-529c-421f-a4b8-e85ca8dc8dca;737-principe-des-3-piliers;0.00;52.00;2
96153;ga2018_0hot@yopmail.com;97d6269d-b4ad-4bad-975c-f7bda7363fb1;741-avs;0.00;63.00;2
96154;ga2018_096a@yopmail.com;5c9afc08-ddde-4151-8bf4-706486c010de;730-horaires-de-travail;0.00;244.00;11
96172;ga2018_0hot@yopmail.com;5a23114c-0cef-4986-9c4e-5158f20fce41;742-ai;0.00;40.00;2
96176;ga2018_0hot@yopmail.com;b6e2db83-8aac-47e8-bcde-4da029aaea6e;743-apg-militaire-et-maternite;0.00;32.00;3
96181;ga2018_0hot@yopmail.com;72c850f8-da08-4b96-b239-58d498cf48ba;744-assurance-chomage;0.00;35.00;1
96188;ga2018_0hot@yopmail.com;27ccc6ac-3554-40a7-a8dc-0c8cab7e06a3;745-allocations-familiales;0.00;66.00;4
96194;ga2018_0hot@yopmail.com;f8cdfbe4-15a3-4c1e-bea9-ef6a15fa1e77;746-apg-accident-et-maladie;0.00;80.00;10
96198;ga2018_096a@yopmail.com;344111e1-d36c-488c-8354-b2c15270dac1;731-etudes-de-cas-et-questions;0.00;344.00;7
96209;ga2018_0hot@yopmail.com;a1d1c39f-3c1a-493b-a296-b31c9498974e;739-lpp;0.00;88.00;3
96215;ga2018_0hot@yopmail.com;8dce067d-2144-4917-8882-6dd748cca0d1;739-lpp;0.00;2.00;3
96217;ga2018_0hot@yopmail.com;72c17743-6683-496f-b2d7-d8223bf903d1;740-etudes-de-cas-et-questions;67.00;149.00;4
96233;ga2018_096a@yopmail.com;4c276f9c-525b-4c58-8ae9-a11514af7161;730-horaires-de-travail;0.00;41.00;11
96234;ga2018_0hot@yopmail.com;2390b639-60be-4e50-b154-edd4dabf0f67;747-modification-des-rapports-de-travail;100.00;177.00;6
96242;ga2018_096a@yopmail.com;0bfe3714-1a54-48ce-8070-5e34c5110555;731-etudes-de-cas-et-questions;100.00;65.00;7
96254;ga2018_096a@yopmail.com;6b6c85b7-2005-4bb6-aec6-a61d8128dd69;730-horaires-de-travail;0.00;378.00;11
96272;ga2018_0hot@yopmail.com;e9b907e9-17ca-496d-97be-311e3b51c9d5;748-resiliation-par-l-employeur;0.00;34.00;9
96274;ga2018_0hot@yopmail.com;261beb3b-f767-4e4d-b535-44707fbe1ef7;748-resiliation-par-l-employeur;0.00;17.00;9
96292;ga2018_0hot@yopmail.com;d66100c8-85d2-4ceb-b252-9e4ad43ff415;749-resiliation-par-le-collaborateur;0.00;36.00;3
96298;ga2018_0hot@yopmail.com;5db35ed6-3769-4b69-a0b9-4dac406a7f65;750-autres-cas-de-resiliation;0.00;22.00;3
96302;ga2018_0hot@yopmail.com;28368c9c-b9d9-4c91-ba1d-99ef2b57ca2c;751-certificat-de-travail;0.00;30.00;3
96306;ga2018_0hot@yopmail.com;4edeff73-bcb4-4254-99be-a6213268b161;752-etudes-de-cas-et-questions;67.00;449.00;11
96308;ga2018_ulw1@yopmail.com;e1377a5b-278a-4951-bf4e-d2b7475c091e;753-quiz;38.00;256.00;19
96364;ga2018_ulw1@yopmail.com;95ddcb7f-a71f-4ef2-b99f-870e69873abd;753-quiz;86.00;530.00;19
96390;ga2018_0hot@yopmail.com;1c6388b7-f46d-4fd3-b29b-ad0d9115468a;753-quiz;72.00;743.00;19
96420;ga2018_096a@yopmail.com;1407b557-146d-40a9-97c8-0274321ebfa8;726-les-contrats-de-travail;88.00;95.00;12
96450;ga2018_096a@yopmail.com;fcd96a21-4eef-4143-9d88-24e30c47c5d0;726-les-contrats-de-travail;100.00;28.00;12
96458;ga2018_096a@yopmail.com;765afc17-03a2-4122-88a9-f65cfc7c6222;728-periode-d-essai;75.00;54.00;6
96469;ga2018_ulw1@yopmail.com;09ef3065-8981-4b37-880e-64514b28f470;753-quiz;97.00;454.00;19
96487;ga2018_096a@yopmail.com;10d7d7b1-4056-4cf2-a78a-2cd145596654;728-periode-d-essai;100.00;25.00;6
96499;ga2018_096a@yopmail.com;d8a82ab9-e39d-41cb-ab65-705896c21a2c;729-salaire;100.00;36.00;8
96512;ga2018_096a@yopmail.com;a682c5b5-c006-463b-8516-1b75400b25eb;732-jeunes-travailleurs;67.00;165.00;5
96552;ga2018_xvht@yopmail.com;0891de0c-8984-4185-968e-085cd8bfd653;756-arbeitsvertrage;0.00;96.00;12
96559;ga2018_096a@yopmail.com;cf6f21f7-a958-44c0-aadc-b38ffcf575c7;732-jeunes-travailleurs;100.00;31.00;5
96575;ga2018_0hot@yopmail.com;17639b93-cd57-4ce9-9399-72a9a99581fb;736-conge-non-paye;100.00;39.00;7
96588;ga2018_096a@yopmail.com;a5020cad-76a3-4d9b-a281-bf0876a9a3b7;733-femmes-enceintes-et-maternite;56.00;548.00;18
96601;ga2018_0hot@yopmail.com;ad61c72f-2606-402b-bb0b-07ba7473f3d9;814-absence-pour-maladie-et-accident;0.00;3.00;1
96609;ga2018_xvht@yopmail.com;11254237-ba4c-4b95-aa2d-306a3b35d128;778-k-ndigung-durch-den-arbeitgeber;0.00;628.00;9
96632;ga2018_tpv8@yopmail.com;e6bd7526-aafe-4814-806b-279d0aac07e2;753-quiz;3.00;134.00;19
96640;ga2018_3mwl@yopmail.com;dff7fc66-47b3-410b-a3f4-e1605d869641;764-psychosoziale-risiken;100.00;413.00;5
96667;ga2018_5rif@yopmail.com;4097b1cf-ff44-4e45-91d2-0e88bc156c99;761-fallstudien-und-fragen;0.00;631.00;7
96673;ga2018_tpv8@yopmail.com;372d2fe4-d144-47c6-8db4-7651a947444e;753-quiz;100.00;497.00;19
96707;ga2018_096a@yopmail.com;755d863e-3ef3-4ea8-b6dc-b22c2640b8c0;733-femmes-enceintes-et-maternite;94.00;85.00;18
96762;ga2018_096a@yopmail.com;7fa18eb4-d7af-49ad-b0ce-45a6bfab36f7;733-femmes-enceintes-et-maternite;100.00;134.00;18
96814;ga2018_3mwl@yopmail.com;155337d8-366d-465f-a645-b9672f0b6395;765-urlaub;75.00;2004.00;14
96827;ga2018_096a@yopmail.com;b2537f6f-b8d0-4b84-8474-baf0ccdebe60;734-risques-psychosociaux;100.00;144.00;5
96860;ga2018_096a@yopmail.com;922ebbc2-4236-4e97-a638-a472f2332c1e;734-risques-psychosociaux;0.00;20.00;5
96869;ga2018_5rif@yopmail.com;9445e0a8-35aa-4e3a-9d39-1252e8b3c3f5;760-arbeitszeiten;0.00;24.00;11
96870;ga2018_tpv8@yopmail.com;3fd151fc-43dd-45f2-94e1-857006736daa;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;0.00;10.00;6
96876;ga2018_5rif@yopmail.com;c21e0efc-9be8-416e-98f7-4a4d8ebfc8d3;761-fallstudien-und-fragen;100.00;242.00;7
96879;ga2018_tpv8@yopmail.com;23c21ad0-3978-4a76-8bdf-271228ce0f9c;748-resiliation-par-l-employeur;0.00;647.00;9
96917;ga2018_fngb@yopmail.com;28d9fa7f-496d-4fac-bb73-cd7c77ddf7ac;726-les-contrats-de-travail;75.00;94.00;12
96923;ga2018_5rif@yopmail.com;0b80a704-726c-4f79-a0fd-c95588082821;760-arbeitszeiten;0.00;0.00;11
96925;ga2018_5rif@yopmail.com;7ae37961-7de5-4792-909a-c9fb56b75b8e;760-arbeitszeiten;0.00;2.00;11
96928;ga2018_5rif@yopmail.com;6b33e3d9-69df-49d3-8585-3adfbe037e06;762-jugendliche;0.00;1027.00;5
96938;ga2018_fngb@yopmail.com;926c9bd0-909c-418a-80a3-2566b5bde48d;726-les-contrats-de-travail;100.00;32.00;12
96945;ga2018_fngb@yopmail.com;775726da-14fa-4166-b347-03299acb9e28;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;100.00;34.00;6
96951;ga2018_fngb@yopmail.com;8d2db7f7-ba22-464b-bfc7-733622242f15;728-periode-d-essai;75.00;78.00;6
96954;ga2018_xvht@yopmail.com;ba63bf7b-a3ac-4a6f-b0d6-8f3a852f3e13;756-arbeitsvertrage;0.00;206.00;12
96960;ga2018_fngb@yopmail.com;f5d6ecc6-3234-46b1-8e81-f8c89512a240;728-periode-d-essai;100.00;28.00;6
96970;ga2018_xvht@yopmail.com;ed71bedf-07a8-4452-97e4-37417d618a6c;779-k-ndigung-durch-den-arbeitnehmer;0.00;66.00;3
96971;ga2018_fngb@yopmail.com;9ab53fb9-86de-4cea-8d82-3b611d016576;732-jeunes-travailleurs;100.00;49.00;5
96980;ga2018_tpv8@yopmail.com;4343c5ed-bd75-42be-bd27-d112d1f88371;752-etudes-de-cas-et-questions;0.00;10.00;11
96984;ga2018_xvht@yopmail.com;02dff8eb-f8c5-4035-9125-6904bf318b1b;756-arbeitsvertrage;50.00;554.00;12
96992;ga2018_fngb@yopmail.com;91c73397-2c48-4e25-8259-8fed14832e35;733-femmes-enceintes-et-maternite;69.00;644.00;18
97024;ga2018_xvht@yopmail.com;2ad2c424-c314-4370-8b04-754b855a4ff1;756-arbeitsvertrage;50.00;72.00;12
97035;ga2018_xvht@yopmail.com;cade1419-7a97-4d8f-a8e4-7208fdd19866;756-arbeitsvertrage;100.00;51.00;12
97041;ga2018_fngb@yopmail.com;7e4ab014-2a05-48a8-8373-8037490f3f94;733-femmes-enceintes-et-maternite;63.00;56.00;18
97063;ga2018_fngb@yopmail.com;a0dbfd2b-decc-4367-b130-66e01f9dfd6e;734-risques-psychosociaux;100.00;243.00;5
97067;ga2018_xvht@yopmail.com;7e7be8a6-ec20-43f0-9991-c8f6a1905ab2;757-verpflichtungen-von-arbeitgeber-und-arbeitnehmer;100.00;566.00;6
97084;ga2018_fngb@yopmail.com;cbeb5f8c-75a4-4e34-bee2-25d96ca8f207;733-femmes-enceintes-et-maternite;63.00;46.00;18
97110;ga2018_3mwl@yopmail.com;e572e0a2-9734-4339-ba8e-e0a52f3383af;766-unbezahlter-urlaub;0.00;475.00;7
97111;ga2018_fngb@yopmail.com;b45fcef2-53c8-4bc3-b59d-51b679009433;735-vacances;75.00;1151.00;14
97119;ga2018_xvht@yopmail.com;0dec65f1-0784-4436-ae97-1ebc7330e61f;758-probezeit;75.00;455.00;6
97121;ga2018_p8cd@yopmail.com;d9abd046-870c-4501-918e-fbbbb4d7fdfb;726-les-contrats-de-travail;100.00;1382.00;12
97127;ga2018_3mwl@yopmail.com;c5979bac-89c5-49e8-9535-ad65681df9f4;765-urlaub;0.00;80.00;14
97131;ga2018_3mwl@yopmail.com;b459d2b7-7998-4192-986e-f8455f758ed1;766-unbezahlter-urlaub;0.00;30.00;7
97135;ga2018_3mwl@yopmail.com;b5c9f0c9-2366-4171-a711-593839e2c22e;778-k-ndigung-durch-den-arbeitgeber;0.00;24.00;9
97138;ga2018_3mwl@yopmail.com;a68806b8-e59b-4b96-8df9-76055bc223f1;766-unbezahlter-urlaub;83.00;141.00;7
97150;ga2018_3mwl@yopmail.com;4f762e42-d8fe-4048-b452-8f00ca25f29c;816-krankheits-und-unfallbedingte-abwesenheit;0.00;86.00;1
97151;ga2018_h0hx@yopmail.com;9242946f-9fad-4a56-80b9-96cda20e8ffb;737-principe-des-3-piliers;0.00;27.00;2
97155;ga2018_h0hx@yopmail.com;f0394f42-2c9c-4635-ac09-0f8c9b681261;741-avs;0.00;382.00;2
97157;ga2018_xvht@yopmail.com;afc84dbf-63ce-4133-98e7-91ed9648e676;758-probezeit;100.00;20.00;6
97161;ga2018_xvht@yopmail.com;07de05ee-6c19-45f7-8855-d3edca8424ce;759-gehalt;25.00;722.00;8
97162;ga2018_3mwl@yopmail.com;ba969251-44da-41e1-be00-b6a1ab4ba2cf;783-quiz;0.00;28.00;19
97187;ga2018_h0hx@yopmail.com;3420a983-89ca-45bc-86ec-cae04fde0f84;742-ai;0.00;307.00;2
97197;ga2018_h0hx@yopmail.com;332beb70-0ba6-4be5-8bdc-6f06b7b5265f;743-apg-militaire-et-maternite;0.00;42.00;3
97203;ga2018_h0hx@yopmail.com;a32a578c-7047-4999-b8ff-6f7f4915a333;744-assurance-chomage;0.00;20.00;1
97206;ga2018_h0hx@yopmail.com;94ce27e3-cb40-4728-86cf-b0e59dc62343;745-allocations-familiales;0.00;51.00;4
97211;ga2018_xvht@yopmail.com;91aeae25-2198-4983-85f1-331315a5480f;759-gehalt;100.00;22.00;8
97220;ga2018_xvht@yopmail.com;5a7cd2de-0848-4ab8-9b0b-6502f6f89691;760-arbeitszeiten;0.00;1428.00;11
97221;ga2018_h0hx@yopmail.com;3aabad3f-80fa-415c-807f-49baa6d52a2a;746-apg-accident-et-maladie;0.00;187.00;10
97250;ga2018_p8cd@yopmail.com;9d28de68-8010-45c4-af0c-1a135c140c9f;728-periode-d-essai;75.00;314.00;6
97256;ga2018_h0hx@yopmail.com;1fd37f96-dfb2-4aea-ae55-58216828732d;739-lpp;0.00;29.00;3
97261;ga2018_h0hx@yopmail.com;db4aab46-0aca-4f31-b02d-0b56b206022c;740-etudes-de-cas-et-questions;83.00;441.00;4
97285;ga2018_p8cd@yopmail.com;02e342ad-c75b-4295-8fae-2a8eb5a5c9e5;728-periode-d-essai;100.00;74.00;6
97288;ga2018_p8cd@yopmail.com;fa5f7708-1c35-485b-bd74-026b6bd55d4d;726-les-contrats-de-travail;50.00;14.00;12
97291;ga2018_p8cd@yopmail.com;d5b4638a-3447-4b4d-8c4f-cfa51f503e2f;728-periode-d-essai;0.00;2.00;6
97293;ga2018_p8cd@yopmail.com;b4b86376-9621-46bd-8be9-b85fc51a8099;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;0.00;228.00;6
97298;ga2018_h0hx@yopmail.com;63ed5d4b-d08c-4f7b-878d-4046d6410dbd;747-modification-des-rapports-de-travail;67.00;282.00;6
97308;ga2018_p8cd@yopmail.com;f6df7d49-48a7-4613-ae8c-f62c59dfa3c0;725-conduite-du-collaborateur;0.00;69.00;5
97314;ga2018_p8cd@yopmail.com;fffcf695-7b55-4283-8144-6323a62df512;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;67.00;97.00;6
97328;ga2018_h0hx@yopmail.com;496ba2dc-cb90-4aea-8831-bd987ac13762;748-resiliation-par-l-employeur;0.00;285.00;9
97329;ga2018_p8cd@yopmail.com;ae6b7497-cf29-4ead-8f75-31c32d21988f;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;100.00;24.00;6
97332;ga2018_p8cd@yopmail.com;0847a803-a04b-436d-9b55-762fb6133c14;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;100.00;24.00;6
97339;ga2018_fpio@yopmail.com;eecad5bc-96b9-4e3b-a264-bfa0ffe3293a;724-but-du-module;0.00;50.00;1
97345;ga2018_fpio@yopmail.com;9ac695dc-7758-4cbe-ae37-a51fdb8d152e;724-but-du-module;0.00;6.00;1
97348;ga2018_fpio@yopmail.com;79479b9f-6830-4168-b751-362feb9ef67d;725-conduite-du-collaborateur;100.00;458.00;5
97359;ga2018_h0hx@yopmail.com;709adde8-bad8-4815-93a2-788cd886ad90;749-resiliation-par-le-collaborateur;0.00;48.00;3
97360;ga2018_p8cd@yopmail.com;a0f6591f-8482-4734-8a15-ffd9177eaa0a;729-salaire;100.00;416.00;8
97365;ga2018_h0hx@yopmail.com;506a3f8e-b17f-487f-9904-49a05b2a9956;750-autres-cas-de-resiliation;0.00;32.00;3
97371;ga2018_h0hx@yopmail.com;f349cdb5-7894-4955-bd19-a06cbd3bb1e6;751-certificat-de-travail;0.00;31.00;3
97377;ga2018_h0hx@yopmail.com;dd4799f2-aca6-41b3-aedc-f8125dc4e840;751-certificat-de-travail;0.00;5.00;3
97381;ga2018_h0hx@yopmail.com;cf04152e-8938-42b4-8896-2ab85244a62b;752-etudes-de-cas-et-questions;67.00;376.00;11
97385;dtic@mobiletic.com;dae8510e-f32c-4c70-92f6-323acd6dff9f;692-quiz-1;10.00;26.00;14
97390;ga2018_xvht@yopmail.com;ad1b9ff0-b3e2-4730-8178-520d269dfa4c;761-fallstudien-und-fragen;0.00;261.00;7
97436;ga2018_fpio@yopmail.com;7da6db7a-a6ea-4a81-8b87-7d21df6235fa;725-conduite-du-collaborateur;0.00;14.00;5
97438;ga2018_fpio@yopmail.com;0e8f06da-615e-40e6-a6e0-f128beaa8383;726-les-contrats-de-travail;0.00;104.00;12
97439;dtic@mobiletic.com;1eb46309-54f2-4f96-b7fc-0ce421d0ab55;725-conduite-du-collaborateur;0.00;26.00;5
97452;dtic@mobiletic.com;d56104c7-9956-4516-949c-7dbf8c134d9c;748-resiliation-par-l-employeur;0.00;6.00;9
97458;ga2018_xvht@yopmail.com;9347ca08-cc43-43c8-9969-090d4150e592;761-fallstudien-und-fragen;100.00;84.00;7
97461;dtic@mobiletic.com;34e95e9e-b2cc-4ee1-b4c0-c2f93c19c544;729-salaire;0.00;54.00;8
97480;ga2018_fpio@yopmail.com;834ce99f-2444-4491-8d8d-ac6c06032d5f;748-resiliation-par-l-employeur;0.00;34.00;9
97488;ga2018_nov3@yopmail.com;d5a2cf6d-7f69-459f-875b-acdd99f20d10;747-modification-des-rapports-de-travail;67.00;129.00;6
97492;ga2018_fpio@yopmail.com;aeaa4f1e-b037-4a05-b75b-87ef60721584;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;0.00;72.00;6
97494;ga2018_xvht@yopmail.com;51d4c4c1-a678-45a5-89b6-7b5c930e569b;762-jugendliche;100.00;280.00;5
97506;ga2018_nov3@yopmail.com;93791d5f-5189-4fac-be6e-2adec34105f3;747-modification-des-rapports-de-travail;100.00;20.00;6
97516;ga2018_nov3@yopmail.com;50d58263-77ad-4963-82c2-0e712e3aadbd;748-resiliation-par-l-employeur;0.00;0.00;9
97518;ga2018_nov3@yopmail.com;adf5c920-4766-4f55-9623-b932e907ae53;748-resiliation-par-l-employeur;0.00;7.00;9
97526;ga2018_nov3@yopmail.com;75034b94-b4c9-4bf0-8974-56d2ac10f296;748-resiliation-par-l-employeur;0.00;8.00;9
97536;ga2018_nov3@yopmail.com;5167e75f-75c9-4c6d-a0f4-82adf555b43d;749-resiliation-par-le-collaborateur;0.00;10.00;3
97540;ga2018_nov3@yopmail.com;34bee7a3-ef52-4ccd-b69d-5ff0af84b313;749-resiliation-par-le-collaborateur;0.00;4.00;3
97544;ga2018_nov3@yopmail.com;38939b9a-08b3-4226-b70e-97cd172bc639;749-resiliation-par-le-collaborateur;0.00;0.00;3
97546;ga2018_nov3@yopmail.com;cba99624-ae99-42ae-aa3e-b6df25217930;750-autres-cas-de-resiliation;0.00;6.00;3
97550;ga2018_nov3@yopmail.com;1097270e-7861-48f7-996b-d8353224836d;751-certificat-de-travail;0.00;4.00;3
97554;ga2018_nov3@yopmail.com;8b0b6900-aff4-41b2-9616-f29fe6e7b4f8;752-etudes-de-cas-et-questions;67.00;179.00;11
97577;ga2018_xvht@yopmail.com;eee79b00-2bdf-464c-ba00-69c1fc3a2157;763-schwangerschaft-und-mutterschutz;88.00;853.00;18
97585;ga2018_nov3@yopmail.com;0910370d-ef08-4ca0-87df-06808b950b2f;752-etudes-de-cas-et-questions;100.00;24.00;11
97603;ga2018_nov3@yopmail.com;50616688-75f7-4faf-8a36-dfa20fae25e9;753-quiz;3.00;46.00;19
97608;ga2018_nov3@yopmail.com;a594aac9-99e5-4888-9515-4c6ae4b69f3d;753-quiz;58.00;477.00;19
97638;ga2018_p8cd@yopmail.com;03aa8307-9106-4ff7-9c4e-91df025d8458;730-horaires-de-travail;0.00;82.00;11
97649;ga2018_e9l7@yopmail.com;a93cbd51-3624-4f79-b957-11e9479a40ae;730-horaires-de-travail;0.00;16.00;11
97662;ga2018_p8cd@yopmail.com;f2522f97-a54e-495f-b137-770a08b1e595;730-horaires-de-travail;0.00;4.00;11
97666;ga2018_e9l7@yopmail.com;b82b84c0-da5c-4161-9d2e-b8f022224189;731-etudes-de-cas-et-questions;0.00;19.00;7
97667;ga2018_p8cd@yopmail.com;72d68c36-56a0-49ca-a61d-f21c6fe4deeb;730-horaires-de-travail;0.00;739.00;11
97704;ga2018_nov3@yopmail.com;9a4d625f-a66a-4dc3-8965-9e8b97703c3f;753-quiz;100.00;125.00;19
97783;ga2018_xvht@yopmail.com;62464e2b-30a7-48e2-9f9d-3fa0da579299;763-schwangerschaft-und-mutterschutz;63.00;80.00;18
97804;ga2018_xvht@yopmail.com;db4b8e99-1873-4c1e-8a1a-d4e20d4a1836;764-psychosoziale-risiken;100.00;241.00;5
97807;dtic@mobiletic.com;cd886972-7a83-45f0-acb4-d9d219dfa392;671-presentation;0.00;192.00;7
97821;ga2018_e9l7@yopmail.com;6b0adf08-4207-409a-adeb-282cad50336e;731-etudes-de-cas-et-questions;0.00;430.00;7
97834;ga2018_p8cd@yopmail.com;884fa2e7-06eb-4190-92ae-2618e491a62b;731-etudes-de-cas-et-questions;0.00;223.00;7
97842;ga2018_p8cd@yopmail.com;52cd5783-938f-4bdb-a966-ad5625211694;730-horaires-de-travail;0.00;36.00;11
97847;ga2018_e9l7@yopmail.com;0911bf0a-6708-4a2f-a9bb-dd18b9181ef6;731-etudes-de-cas-et-questions;100.00;60.00;7
97848;ga2018_p8cd@yopmail.com;0ee1753c-1af9-4876-ae09-30d2be5d2ce7;731-etudes-de-cas-et-questions;100.00;110.00;7
97859;dtic@mobiletic.com;64c1a3a2-365f-408d-917a-4e710f56660f;735-vacances;0.00;88.00;14
97870;ga2018_e9l7@yopmail.com;088d8c41-bfd9-496b-82f0-996fef8ae9cb;732-jeunes-travailleurs;100.00;671.00;5
97882;ga2018_p8cd@yopmail.com;3241729e-38e8-4fbb-8160-e64ecc585023;732-jeunes-travailleurs;67.00;293.00;5
97883;ga2018_rz6a@yopmail.com;c12772dd-3eab-498e-b240-132903428860;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;100.00;171.00;6
